"location_long" "location_lat"
"312" -5.293293 50.210064
"313" -5.293292 50.210049
"314" -5.293396 50.210087
"315" -5.29318 50.210037
"316" -5.293247 50.210026
"317" -5.293239 50.210022
"318" -5.293381 50.210102
"319" -5.293531 50.209785
"320" -5.293629 50.209877
"321" -5.293764 50.209717
"322" -5.293753 50.209805
"323" -5.293729 50.209835
"324" -5.293771 50.209736
"325" -5.293693 50.209782
"326" -5.293693 50.209782
"327" -5.29382 50.20977
"328" -5.29382 50.20977
"329" -5.293248 50.209522
"330" -5.293248 50.209522
"331" -5.293846 50.209839
"332" -5.294005 50.209679
"333" -5.293842 50.209953
"334" -5.293842 50.209953
"335" -5.293707 50.209873
"336" -5.293807 50.209808
"337" -5.293807 50.209808
"338" -5.293822 50.20969
"339" -5.293946 50.209782
"340" -5.293907 50.21019
"341" -5.293937 50.210152
"342" -5.293876 50.21035
"343" -5.294038 50.210228
"344" -5.293812 50.210316
"345" -5.293962 50.210224
"346" -5.293996 50.210194
"347" -5.293918 50.210205
"348" -5.293997 50.210087
"349" -5.293952 50.210186
"350" -5.294451 50.207367
"351" -5.293918 50.210411
"352" -5.294001 50.210369
"353" -5.293864 50.210266
"354" -5.293973 50.210018
"355" -5.293891 50.210144
"356" -5.293921 50.210178
"357" -5.293997 50.210377
"358" -5.293979 50.210136
"359" -5.293983 50.210251
"360" -5.293926 50.210457
"361" -5.29395 50.210335
"362" -5.293947 50.210304
"363" -5.29397 50.210144
"364" -5.293934 50.210243
"365" -5.29395 50.21003
"366" -5.293961 50.210346
"367" -5.29344 50.21022
"368" -5.293343 50.210163
"369" -5.293242 50.210091
"370" -5.293242 50.209881
"371" -5.293268 50.210094
"372" -5.293285 50.209991
"373" -5.293732 50.209862
"374" -5.293701 50.209621
"375" -5.29358 50.209702
"376" -5.293734 50.209816
"377" -5.293414 50.20982
"378" -5.293725 50.209686
"379" -5.293812 50.209789
"380" -5.293812 50.209789
"381" -5.29429 50.209034
"382" -5.29429 50.209034
"383" -5.293613 50.209961
"384" -5.293613 50.209961
"385" -5.297813 50.208118
"386" -5.297813 50.208118
"387" -5.293516 50.209854
"388" -5.293428 50.210133
"389" -5.293987 50.209625
"390" -5.294198 50.2094
"391" -5.293296 50.210045
"392" -5.293296 50.210045
"393" -5.294162 50.209759
"394" -5.293436 50.209942
"395" -5.29326 50.210239
"396" -5.29326 50.210239
"397" -5.2936 50.209984
"398" -5.293766 50.20982
"399" -5.293921 50.209835
"400" -5.293532 50.209652
"401" -5.293613 50.20977
"402" -5.293558 50.20974
"403" -5.293398 50.20985
"404" -5.293469 50.209812
"405" -5.293536 50.209785
"406" -5.293341 50.20974
"407" -5.293592 50.209858
"408" -5.293344 50.209957
"409" -5.293821 50.209717
"410" -5.293411 50.209911
"411" -5.293483 50.209877
"412" -5.293346 50.209721
"413" -5.29375 50.209599
"414" -5.293516 50.209782
"415" -5.293694 50.209667
"416" -5.293848 50.209553
"417" -5.293742 50.209614
"418" -5.293955 50.209461
"419" -5.293515 50.209801
"420" -5.293526 50.20974
"421" -5.293763 50.209606
"422" -5.296919 50.206711
"423" -5.294647 50.208824
"424" -5.294784 50.20871
"425" -5.294518 50.208725
"426" -5.293549 50.209709
"427" -5.293756 50.209835
"428" -5.293828 50.209755
"429" -5.293943 50.209919
"430" -5.293662 50.209808
"431" -5.293548 50.209763
"432" -5.293745 50.209797
"433" -5.293681 50.20977
"434" -5.29371 50.209698
"435" -5.293741 50.209728
"436" -5.293602 50.209713
"437" -5.293546 50.209702
"438" -5.293655 50.209759
"439" -5.293715 50.209717
"440" -5.293806 50.209801
"441" -5.293633 50.209656
"442" -5.293673 50.209682
"443" -5.293717 50.209797
"444" -5.293698 50.209728
"445" -5.293665 50.209789
"446" -5.293682 50.209774
"447" -5.293691 50.209663
"448" -5.293647 50.209549
"449" -5.293183 50.209469
"450" -5.293798 50.209885
"451" -5.293743 50.209743
"452" -5.293753 50.209778
"453" -5.293589 50.209763
"454" -5.293697 50.209717
"455" -5.293752 50.209839
"456" -5.293473 50.209553
"457" -5.293473 50.209553
"458" -5.293663 50.209797
"459" -5.29371 50.209736
"460" -5.293684 50.209759
"461" -5.293463 50.209248
"462" -5.293719 50.209553
"463" -5.293729 50.209763
"464" -5.294759 50.210617
"465" -5.293094 50.210976
"466" -5.293549 50.210091
"467" -5.293619 50.209904
"468" -5.293576 50.21011
"469" -5.29435 50.209091
"470" -5.293388 50.209072
"471" -5.293832 50.20961
"472" -5.293672 50.209648
"473" -5.293717 50.209557
"474" -5.293717 50.209557
"475" -5.293895 50.209759
"476" -5.293895 50.209759
"477" -5.29369 50.209782
"478" -5.293731 50.209881
"479" -5.293712 50.210186
"480" -5.293719 50.209557
"481" -5.293669 50.209618
"482" -5.294031 50.210327
"483" -5.293658 50.209507
"484" -5.293944 50.210087
"485" -5.293775 50.209869
"486" -5.293853 50.209892
"487" -5.293797 50.209927
"488" -5.29377 50.209972
"489" -5.294075 50.209957
"490" -5.294067 50.209904
"491" -5.294085 50.209949
"492" -5.293789 50.210182
"493" -5.293844 50.209862
"494" -5.293736 50.209869
"495" -5.293622 50.209911
"496" -5.293607 50.2099
"497" -5.293607 50.2099
"498" -5.293565 50.209736
"499" -5.293696 50.209755
"500" -5.293696 50.209755
"501" -5.293811 50.209805
"502" -5.293653 50.209732
"503" -5.293768 50.209785
"504" -5.293798 50.209724
"505" -5.293232 50.209648
"506" -5.293412 50.209591
"507" -5.293286 50.209652
"508" -5.293328 50.20966
"509" -5.293795 50.209778
"510" -5.293436 50.209614
"511" -5.293833 50.209778
"512" -5.293736 50.209793
"513" -5.293763 50.209885
"514" -5.293852 50.209972
"515" -5.293747 50.209827
"516" -5.293791 50.209942
"517" -5.293772 50.209927
"518" -5.293757 50.209705
"519" -5.293749 50.209698
"520" -5.293585 50.209721
"521" -5.293838 50.209824
"522" -5.293989 50.209785
"523" -5.294136 50.209778
"524" -5.293665 50.209984
"525" -5.29374 50.209751
"526" -5.293753 50.209793
"527" -5.29337 50.209698
"528" -5.29337 50.209698
"529" -5.293176 50.209755
"530" -5.293335 50.209778
"531" -5.293029 50.210159
"532" -5.294203 50.209602
"533" -5.293652 50.209778
"534" -5.293936 50.209618
"535" -5.29382 50.209755
"536" -5.293243 50.210121
"537" -5.293236 50.210125
"538" -5.293286 50.210068
"539" -5.29323 50.210079
"540" -5.293358 50.210102
"541" -5.293391 50.210102
"542" -5.293213 50.21003
"543" -5.293263 50.210155
"544" -5.29317 50.210083
"545" -5.293633 50.209648
"546" -5.293608 50.209675
"547" -5.293815 50.209656
"548" -5.29333 50.209312
"549" -5.293812 50.209908
"550" -5.293877 50.209808
"551" -5.293572 50.209545
"552" -5.29361 50.209724
"553" -5.29366 50.209736
"554" -5.293851 50.210232
"555" -5.293523 50.209614
"556" -5.293691 50.209827
"557" -5.293703 50.20982
"558" -5.293929 50.209835
"559" -5.293807 50.209888
"560" -5.294089 50.209885
"561" -5.294085 50.209888
"562" -5.294136 50.209957
"563" -5.29408 50.209888
"564" -5.294132 50.209835
"565" -5.29404 50.210117
"566" -5.294083 50.209831
"567" -5.294114 50.209766
"568" -5.294026 50.209908
"569" -5.293932 50.209671
"570" -5.293958 50.209446
"571" -5.293671 50.209602
"572" -5.293836 50.209797
"573" -5.293718 50.20974
"574" -5.293816 50.209736
"575" -5.293816 50.209736
"576" -5.293764 50.209816
"577" -5.293652 50.209846
"578" -5.294028 50.210052
"579" -5.294028 50.210052
"580" -5.361015 50.181923
"581" -5.29382 50.209793
"582" -5.293653 50.209843
"583" -5.293587 50.209908
"584" -5.293587 50.209908
"585" -5.293499 50.210155
"586" -5.29435 50.21032
"587" -5.29435 50.21032
"588" -5.293255 50.210232
"589" -5.293592 50.20998
"590" -5.293447 50.210098
"591" -5.140422 50.334026
"592" -5.140422 50.334026
"593" -5.293563 50.209736
"594" -5.293575 50.209732
"595" -5.293616 50.209259
"596" -5.29349 50.208721
"597" -5.293919 50.209717
"598" -5.293992 50.209343
"599" -5.29378 50.209759
"600" -5.293748 50.209557
"601" -5.293616 50.209663
"602" -5.293701 50.209492
"603" -5.293712 50.209675
"604" -5.293644 50.209534
"605" -5.293524 50.209717
"606" -5.2938 50.209843
"607" -5.293661 50.209686
"608" -5.293696 50.209869
"609" -5.293655 50.209637
"610" -5.293681 50.209839
"611" -5.293672 50.209846
"612" -5.293458 50.209599
"613" -5.293635 50.209778
"614" -5.293664 50.209831
"615" -5.293699 50.209763
"616" -5.293673 50.209732
"617" -5.293777 50.209805
"618" -5.293612 50.20974
"619" -5.293614 50.209721
"620" -5.293639 50.209728
"621" -5.293606 50.209782
"622" -5.293597 50.209763
"623" -5.293699 50.209835
"624" -5.293658 50.209785
"625" -5.293721 50.209843
"626" -5.293661 50.209743
"627" -5.293763 50.209846
"628" -5.293677 50.209751
"629" -5.293739 50.209801
"630" -5.293687 50.209751
"631" -5.293717 50.209747
"632" -5.293599 50.209686
"633" -5.293644 50.209679
"634" -5.293651 50.209656
"635" -5.293569 50.20969
"636" -5.293556 50.209702
"637" -5.293556 50.209702
"638" -5.293935 50.209915
"639" -5.293223 50.20924
"640" -5.293915 50.210064
"641" -5.293915 50.210064
"642" -5.293616 50.209591
"643" -5.293712 50.209896
"644" -5.293452 50.20982
"645" -5.293372 50.209988
"646" -5.293853 50.209702
"647" -5.293664 50.209873
"648" -5.293765 50.209846
"649" -5.293564 50.209583
"650" -5.293564 50.209583
"651" -5.293896 50.209782
"652" -5.293397 50.210323
"653" -5.293478 50.210178
"654" -5.293714 50.209858
"655" -5.293677 50.209911
"656" -5.293677 50.209911
"657" -5.29396 50.209435
"658" -5.29396 50.209435
"659" -5.293672 50.209679
"660" -5.293794 50.209633
"661" -5.293794 50.209633
"662" -5.29331 50.209286
"663" -5.29331 50.209286
"664" -5.292383 50.219337
"665" -5.292383 50.219337
"666" -5.293748 50.209816
"667" -5.293643 50.209843
"668" -5.293643 50.209843
"669" -5.293541 50.209743
"670" -5.293967 50.209835
"671" -5.293815 50.20982
"672" -5.293941 50.209908
"673" -5.293941 50.209908
"674" -5.294122 50.209541
"675" -5.293604 50.209728
"676" -5.293604 50.209728
"677" -5.293766 50.209763
"678" -5.293838 50.209782
"679" -5.294069 50.209671
"680" -5.293849 50.209732
"681" -5.293827 50.209724
"682" -5.293808 50.209827
"683" -5.293901 50.209831
"684" -5.293703 50.209831
"685" -5.29371 50.20977
"686" -5.293815 50.209965
"687" -5.296437 50.211658
"688" -5.294036 50.20982
"689" -5.294004 50.209282
"690" -5.293761 50.209957
"691" -5.293749 50.209957
"692" -5.293908 50.209648
"693" -5.293795 50.209805
"694" -5.293681 50.209969
"695" -5.293779 50.209785
"696" -5.293682 50.209614
"697" -5.293427 50.209068
"698" -5.293204 50.209042
"699" -5.293829 50.209797
"700" -5.293829 50.209797
"701" -5.29388 50.20977
"702" -5.293681 50.209846
"703" -5.293579 50.209824
"704" -5.293768 50.209724
"705" -5.293768 50.209724
"706" -5.293781 50.209644
"707" -5.293953 50.209946
"708" -5.293818 50.209743
"709" -5.293892 50.209904
"710" -5.293892 50.209904
"711" -5.293838 50.209641
"712" -5.294082 50.210266
"713" -5.294082 50.210266
"714" -5.293769 50.209587
"715" -5.293769 50.209587
"716" -5.293955 50.210224
"717" -5.293795 50.209732
"718" -5.293942 50.209717
"719" -5.293942 50.209717
"720" -5.293746 50.209969
"721" -5.293746 50.209969
"722" -5.29369 50.209831
"723" -5.29369 50.209831
"724" -5.293621 50.209881
"725" -5.296263 50.204712
"726" -5.293635 50.209885
"727" -5.293568 50.210018
"728" -5.293456 50.209957
"729" -5.293809 50.209839
"730" -5.293712 50.20998
"731" -5.293701 50.209915
"732" -5.293708 50.210033
"733" -5.293738 50.209953
"734" -5.29373 50.209988
"735" -5.293666 50.209938
"736" -5.293633 50.209969
"737" -5.293702 50.209953
"738" -5.293568 50.210037
"739" -5.293663 50.209919
"740" -5.293728 50.209957
"741" -5.293731 50.209942
"742" -5.293609 50.20993
"743" -5.29375 50.210026
"744" -5.293582 50.209904
"745" -5.293764 50.210072
"746" -5.29361 50.210003
"747" -5.293618 50.209961
"748" -5.293739 50.20998
"749" -5.293699 50.209881
"750" -5.29393 50.209793
"751" -5.293782 50.209846
"752" -5.293797 50.209843
"753" -5.293648 50.209866
"754" -5.293635 50.209713
"755" -5.293612 50.20977
"756" -5.293645 50.209805
"757" -5.293618 50.209774
"758" -5.293851 50.210072
"759" -5.293521 50.209759
"760" -5.293505 50.209766
"761" -5.293505 50.209766
"762" -5.293688 50.209824
"763" -5.293803 50.209705
"764" -5.293818 50.209938
"765" -5.293629 50.209923
"766" -5.292973 50.210503
"767" -5.293535 50.209824
"768" -5.293535 50.209824
"769" -5.293668 50.20974
"770" -5.29363 50.209732
"771" -5.293657 50.209724
"772" -5.293537 50.209888
"773" -5.293709 50.209698
"774" -5.29373 50.209682
"775" -5.293639 50.209721
"776" -5.293496 50.209644
"777" -5.293739 50.209682
"778" -5.293837 50.209656
"779" -5.293993 50.209793
"780" -5.293833 50.20974
"781" -5.293738 50.209743
"782" -5.293727 50.209774
"783" -5.293772 50.209797
"784" -5.293708 50.209717
"785" -5.293632 50.209652
"786" -5.293664 50.209682
"787" -5.293873 50.209885
"788" -5.293649 50.20974
"789" -5.293664 50.209805
"790" -5.293742 50.209702
"791" -5.293706 50.20985
"792" -5.293926 50.209961
"793" -5.293813 50.209736
"794" -5.293776 50.209743
"795" -5.29377 50.209721
"796" -5.293769 50.209839
"797" -5.293547 50.209862
"798" -5.293669 50.209934
"799" -5.293577 50.20982
"800" -5.293517 50.209667
"801" -5.293521 50.20974
"802" -5.293712 50.20982
"803" -5.293683 50.209766
"804" -5.293633 50.209816
"805" -5.29354 50.209793
"806" -5.293609 50.209816
"807" -5.293635 50.209835
"808" -5.293561 50.209732
"809" -5.293488 50.209724
"810" -5.293487 50.209717
"811" -5.293648 50.209778
"812" -5.293654 50.20974
"813" -5.293611 50.209755
"814" -5.293645 50.209785
"815" -5.293584 50.209736
"816" -5.293603 50.209763
"817" -5.29372 50.209782
"818" -5.29354 50.209766
"819" -5.293602 50.209774
"820" -5.293727 50.20982
"821" -5.293727 50.20982
"822" -5.293676 50.209755
"823" -5.293765 50.20974
"824" -5.293814 50.209885
"825" -5.293705 50.209736
"826" -5.293685 50.209866
"827" -5.293635 50.209633
"828" -5.29375 50.209785
"829" -5.294067 50.209843
"830" -5.29373 50.209824
"831" -5.29373 50.209824
"832" -5.291698 50.207909
"833" -5.291698 50.207909
"834" -5.294026 50.209801
"835" -5.293788 50.209831
"836" -5.29405 50.210056
"837" -5.294101 50.210182
"838" -5.293993 50.210075
"839" -5.2936 50.210308
"840" -5.293625 50.210144
"841" -5.2935 50.209785
"842" -5.293319 50.210274
"843" -5.293776 50.209709
"844" -5.293995 50.209568
"845" -5.293723 50.209785
"846" -5.293733 50.209526
"847" -5.293953 50.209698
"848" -5.293953 50.209698
"849" -5.293787 50.209717
"850" -5.293787 50.209717
"851" -5.293644 50.209774
"852" -5.293901 50.209782
"853" -5.293625 50.209656
"854" -5.293663 50.209686
"855" -5.293888 50.209888
"856" -5.293746 50.209473
"857" -5.293746 50.209473
"858" -5.294123 50.20993
"859" -5.293798 50.209766
"860" -5.294354 50.209755
"861" -5.293784 50.20969
"862" -5.291687 50.222836
"863" -5.291687 50.222836
"864" -5.293574 50.209751
"865" -5.29322 50.209934
"866" -5.293697 50.209888
"867" -5.293697 50.209888
"868" -5.293398 50.210934
"869" -5.29383 50.209705
"870" -5.293774 50.210064
"871" -5.293869 50.209835
"872" -5.293903 50.20985
"873" -5.2938 50.209911
"874" -5.2939 50.210182
"875" -5.293766 50.210041
"876" -5.293686 50.210011
"877" -5.293835 50.210106
"878" -5.293913 50.210167
"879" -5.293702 50.21006
"880" -5.293592 50.210049
"881" -5.293577 50.209789
"882" -5.293886 50.209736
"883" -5.293701 50.209957
"884" -5.293864 50.209675
"885" -5.293714 50.209663
"886" -5.293738 50.209553
"887" -5.293782 50.209782
"888" -5.293656 50.20911
"889" -5.293663 50.209503
"890" -5.293922 50.209663
"891" -5.293918 50.209743
"892" -5.293625 50.209435
"893" -5.2937 50.209717
"894" -5.2937 50.209717
"895" -5.293465 50.210632
"896" -5.293664 50.209488
"897" -5.293653 50.209839
"898" -5.294074 50.209824
"899" -5.294074 50.209824
"900" -5.293878 50.209812
"901" -5.293611 50.209679
"902" -5.293731 50.209816
"903" -5.293839 50.209789
"904" -5.293842 50.209827
"905" -5.2937 50.209709
"906" -5.293753 50.209797
"907" -5.293808 50.209896
"908" -5.293762 50.209648
"909" -5.293707 50.209793
"910" -5.293887 50.209667
"911" -5.29397 50.209621
"912" -5.29379 50.209736
"913" -5.293554 50.209854
"914" -5.293855 50.209831
"915" -5.293955 50.209663
"916" -5.293726 50.209961
"917" -5.293796 50.209873
"918" -5.29375 50.209858
"919" -5.293749 50.209938
"920" -5.293667 50.209984
"921" -5.293664 50.209938
"922" -5.293702 50.209953
"923" -5.293647 50.20993
"924" -5.293706 50.209965
"925" -5.293691 50.209957
"926" -5.29372 50.209919
"927" -5.29365 50.209892
"928" -5.293717 50.209919
"929" -5.293717 50.209972
"930" -5.293746 50.209988
"931" -5.293677 50.209976
"932" -5.293732 50.209991
"933" -5.293774 50.21003
"934" -5.293775 50.209976
"935" -5.293802 50.209972
"936" -5.293685 50.209911
"937" -5.29375 50.209965
"938" -5.293695 50.210003
"939" -5.293703 50.209965
"940" -5.293716 50.20993
"941" -5.293964 50.210011
"942" -5.293964 50.210011
"943" -5.29478 50.209923
"944" -5.293625 50.209824
"945" -5.293785 50.210007
"946" -5.293785 50.210007
"947" -5.293664 50.209873
"948" -5.293755 50.209824
"949" -5.293714 50.209763
"950" -5.293762 50.209766
"951" -5.293762 50.209766
"952" -5.293831 50.209671
"953" -5.293831 50.209671
"954" -5.294106 50.209862
"955" -5.293616 50.209908
"956" -5.293616 50.209908
"957" -5.293739 50.209846
"958" -5.293739 50.209846
"959" -5.293645 50.209675
"960" -5.293717 50.209858
"961" -5.293717 50.209858
"962" -5.293746 50.20966
"963" -5.293815 50.209675
